location;year;month;day;hour;domestic;catchment;age_range;visitor_type;gender_id;number_of_unique_visits;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;Residential;Hotel and accomodation;Shoppinh;School;Cultural;Restaurant;Supermarkets;Green areas;SUM;;
Orestad City;2023;11;4;14;TRUE;2770;55-64;Resident;N;150;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;
Orestad City;2023;11;4;14;TRUE;2770;65+;Resident;F;250;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;
Orestad City;2023;11;4;14;TRUE;2770;65+;Resident;M;150;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;
Orestad City;2023;11;4;14;TRUE;2770;65+;Resident;N;150;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;
Orestad City;2023;11;4;14;TRUE;2770;;Resident;N;1650;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;
Orestad City;2023;11;29;15;TRUE;2770;18-24;Resident;N;350;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;
Orestad City;2023;11;29;15;TRUE;2770;25-34;Resident;F;200;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;
Orestad City;2023;11;29;15;TRUE;2770;25-34;Resident;M;200;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;
Orestad City;2023;11;29;15;TRUE;2770;25-34;Resident;N;350;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;
Orestad City;2023;11;29;15;TRUE;2770;35-44;Resident;F;400;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;
Orestad City;2023;11;29;15;TRUE;2770;35-44;Resident;M;350;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;
Orestad City;2023;11;29;15;TRUE;2770;35-44;Resident;N;350;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;
Orestad City;2023;11;29;15;TRUE;2770;45-54;Resident;F;300;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;
Orestad City;2023;11;29;15;TRUE;2770;45-54;Resident;M;350;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;
Orestad City;2023;11;29;15;TRUE;2770;45-54;Resident;N;350;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;
Orestad City;2023;11;29;15;TRUE;2770;55-64;Resident;F;150;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;
Orestad City;2023;11;29;15;TRUE;2770;55-64;Resident;M;100;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;
Orestad City;2023;11;29;15;TRUE;2770;55-64;Resident;N;200;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;
Orestad City;2023;11;29;15;TRUE;2770;65+;Resident;F;250;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;
Orestad City;2023;11;29;15;TRUE;2770;65+;Resident;M;150;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;
Orestad City;2023;11;29;15;TRUE;2770;65+;Resident;N;300;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;
Orestad City;2023;11;29;15;TRUE;2770;;Resident;N;1250;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;
Orestad City;2023;11;29;16;TRUE;2300;18-24;Resident;F;600;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;
Orestad City;2023;11;29;16;TRUE;2300;18-24;Resident;M;350;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;
Orestad City;2023;11;29;16;TRUE;2300;18-24;Resident;N;3850;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;
Orestad City;2023;11;29;16;TRUE;2300;25-34;Resident;F;2500;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;
Orestad City;2023;11;29;16;TRUE;2300;25-34;Resident;M;3100;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;
Orestad City;2023;11;29;16;TRUE;2300;25-34;Resident;N;5400;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;
Orestad City;2023;11;29;16;TRUE;2300;35-44;Resident;F;2500;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;
Orestad City;2023;11;29;16;TRUE;2300;35-44;Resident;M;3200;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;
Orestad City;2023;11;29;16;TRUE;2300;35-44;Resident;N;3600;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;
Orestad City;2023;11;29;16;TRUE;2300;45-54;Resident;F;1200;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;
Orestad City;2023;11;29;16;TRUE;2300;45-54;Resident;M;1750;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;
Orestad City;2023;11;29;16;TRUE;2300;45-54;Resident;N;2200;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;
Orestad City;2023;11;29;16;TRUE;2300;55-64;Resident;F;800;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;
Orestad City;2023;11;29;16;TRUE;2300;55-64;Resident;M;1050;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;
Orestad City;2023;11;29;16;TRUE;2300;55-64;Resident;N;1600;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;
Orestad City;2023;11;29;16;TRUE;2300;65+;Resident;F;800;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;
Orestad City;2023;11;29;16;TRUE;2300;65+;Resident;M;850;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;
Orestad City;2023;11;29;16;TRUE;2300;65+;Resident;N;1850;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;
Orestad City;2023;11;29;16;TRUE;2300;;Resident;N;12000;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;
Orestad City;2023;11;29;16;TRUE;2770;18-24;Resident;N;450;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;
Orestad City;2023;11;29;16;TRUE;2770;25-34;Resident;F;200;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;
Orestad City;2023;11;29;16;TRUE;2770;25-34;Resident;M;200;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;
Orestad City;2023;11;29;16;TRUE;2770;25-34;Resident;N;400;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;
Orestad City;2023;11;29;16;TRUE;2770;35-44;Resident;F;400;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;
Orestad City;2023;11;29;16;TRUE;2770;35-44;Resident;M;350;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;
Orestad City;2023;11;29;16;TRUE;2770;35-44;Resident;N;400;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;
Orestad City;2023;11;29;16;TRUE;2770;45-54;Resident;F;300;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;
Orestad City;2023;11;29;16;TRUE;2770;45-54;Resident;M;350;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;
Orestad City;2023;11;29;16;TRUE;2770;45-54;Resident;N;400;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;
Orestad City;2023;11;29;16;TRUE;2770;55-64;Resident;F;100;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;
Orestad City;2023;11;29;16;TRUE;2770;55-64;Resident;M;100;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;
Orestad City;2023;11;29;16;TRUE;2770;55-64;Resident;N;200;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;
Orestad City;2023;11;29;16;TRUE;2770;65+;Resident;F;150;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;
Orestad City;2023;11;29;16;TRUE;2770;65+;Resident;M;100;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;
Orestad City;2023;11;29;16;TRUE;2770;65+;Resident;N;300;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;
Orestad City;2023;11;29;16;TRUE;2770;;Resident;N;1250;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;
Orestad City;2023;11;29;17;TRUE;2300;18-24;Resident;F;600;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;
Orestad City;2023;11;29;17;TRUE;2300;18-24;Resident;M;450;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;
Orestad City;2023;11;29;17;TRUE;2300;18-24;Resident;N;4150;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;
Orestad City;2023;11;29;17;TRUE;2300;25-34;Resident;F;2500;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;
Orestad City;2023;11;29;17;TRUE;2300;25-34;Resident;M;3700;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;
Orestad City;2023;11;29;17;TRUE;2300;25-34;Resident;N;6000;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;
Orestad City;2023;11;29;17;TRUE;2300;35-44;Resident;F;2600;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;
Orestad City;2023;11;29;17;TRUE;2300;35-44;Resident;M;3450;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;
Orestad City;2023;11;29;17;TRUE;2300;35-44;Resident;N;3700;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;
Orestad City;2023;11;29;17;TRUE;2300;45-54;Resident;F;1250;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;
Orestad City;2023;11;29;17;TRUE;2300;45-54;Resident;M;1750;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;
Orestad City;2023;11;29;17;TRUE;2300;45-54;Resident;N;2350;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;
Orestad City;2023;11;29;17;TRUE;2300;55-64;Resident;F;850;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;
Orestad City;2023;11;29;17;TRUE;2300;55-64;Resident;M;1000;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;
Orestad City;2023;11;29;17;TRUE;2300;55-64;Resident;N;1600;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;
Orestad City;2023;11;29;17;TRUE;2300;65+;Resident;F;850;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;
Orestad City;2023;11;29;17;TRUE;2300;65+;Resident;M;900;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;
Orestad City;2023;11;29;17;TRUE;2300;65+;Resident;N;1950;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;
Orestad City;2023;11;29;17;TRUE;2300;;Resident;N;13550;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;
Orestad City;2023;11;29;17;TRUE;2770;18-24;Resident;N;250;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;
Orestad City;2023;11;29;17;TRUE;2770;25-34;Resident;F;250;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;
Orestad City;2023;11;29;17;TRUE;2770;25-34;Resident;M;250;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;
Orestad City;2023;11;29;17;TRUE;2770;25-34;Resident;N;400;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;
Orestad City;2023;11;29;17;TRUE;2770;35-44;Resident;F;350;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;
Orestad City;2023;11;29;17;TRUE;2770;35-44;Resident;M;350;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;
Orestad City;2023;11;29;17;TRUE;2770;35-44;Resident;N;450;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;
Orestad City;2023;11;29;17;TRUE;2770;45-54;Resident;F;300;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;
Orestad City;2023;11;29;17;TRUE;2770;45-54;Resident;M;400;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;
Orestad City;2023;11;29;17;TRUE;2770;45-54;Resident;N;350;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;
Orestad City;2023;11;29;17;TRUE;2770;55-64;Resident;F;100;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;
Orestad City;2023;11;29;17;TRUE;2770;55-64;Resident;M;200;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;
Orestad City;2023;11;29;17;TRUE;2770;55-64;Resident;N;150;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;
Orestad City;2023;11;29;17;TRUE;2770;65+;Resident;F;200;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;
Orestad City;2023;11;29;17;TRUE;2770;65+;Resident;M;100;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;
Orestad City;2023;11;29;17;TRUE;2770;65+;Resident;N;350;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;
Orestad City;2023;11;29;17;TRUE;2770;;Resident;N;1450;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;
Orestad City;2023;11;29;18;TRUE;2300;18-24;Resident;F;750;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;
Orestad City;2023;11;29;18;TRUE;2300;18-24;Resident;M;550;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;
Orestad City;2023;11;29;18;TRUE;2300;18-24;Resident;N;4100;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;
Orestad City;2023;11;29;18;TRUE;2300;25-34;Resident;F;2550;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;
Orestad City;2023;11;29;18;TRUE;2300;25-34;Resident;M;3750;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;
Orestad City;2023;11;29;18;TRUE;2300;25-34;Resident;N;6200;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;
Orestad City;2023;11;29;18;TRUE;2300;35-44;Resident;F;2600;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;
Orestad City;2023;11;29;18;TRUE;2300;35-44;Resident;M;3350;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;
Orestad City;2023;11;29;18;TRUE;2300;35-44;Resident;N;3950;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;
Orestad City;2023;11;29;18;TRUE;2300;45-54;Resident;F;1350;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;
Orestad City;2023;11;29;18;TRUE;2300;45-54;Resident;M;1950;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;
Orestad City;2023;11;29;18;TRUE;2300;45-54;Resident;N;2500;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;
Orestad City;2023;11;29;18;TRUE;2300;55-64;Resident;F;900;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;
Orestad City;2023;11;29;18;TRUE;2300;55-64;Resident;M;1100;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;
Orestad City;2023;11;29;18;TRUE;2300;55-64;Resident;N;1550;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;
Orestad City;2023;11;29;18;TRUE;2300;65+;Resident;F;850;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;
Orestad City;2023;11;29;18;TRUE;2300;65+;Resident;M;900;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;
Orestad City;2023;11;29;18;TRUE;2300;65+;Resident;N;1900;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;
Orestad City;2023;11;29;18;TRUE;2300;;Resident;N;14300;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;
Orestad City;2023;11;29;18;TRUE;2770;18-24;Resident;N;650;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;
Orestad City;2023;11;29;18;TRUE;2770;25-34;Resident;F;250;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;
Orestad City;2023;11;29;18;TRUE;2770;25-34;Resident;M;250;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;
Orestad City;2023;11;29;18;TRUE;2770;25-34;Resident;N;400;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;
Orestad City;2023;11;29;18;TRUE;2770;35-44;Resident;F;300;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;
Orestad City;2023;11;29;18;TRUE;2770;35-44;Resident;M;350;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;
Orestad City;2023;11;29;18;TRUE;2770;35-44;Resident;N;450;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;
Orestad City;2023;11;29;18;TRUE;2770;45-54;Resident;F;300;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;
Orestad City;2023;11;29;18;TRUE;2770;45-54;Resident;M;400;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;
Orestad City;2023;11;29;18;TRUE;2770;45-54;Resident;N;350;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;
Orestad City;2023;11;29;18;TRUE;2770;55-64;Resident;F;100;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;
Orestad City;2023;11;29;18;TRUE;2770;55-64;Resident;M;150;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;
Orestad City;2023;11;29;18;TRUE;2770;55-64;Resident;N;200;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;
Orestad City;2023;11;29;18;TRUE;2770;65+;Resident;F;200;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;
Orestad City;2023;11;29;18;TRUE;2770;65+;Resident;M;100;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;
Orestad City;2023;11;29;18;TRUE;2770;65+;Resident;N;350;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;
Orestad City;2023;11;29;18;TRUE;2770;;Resident;N;1300;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;
Orestad City;2023;11;29;19;TRUE;2300;18-24;Resident;F;750;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;
Orestad City;2023;11;29;19;TRUE;2300;18-24;Resident;M;900;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;
Orestad City;2023;11;29;19;TRUE;2300;18-24;Resident;N;3950;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;
Orestad City;2023;11;29;19;TRUE;2300;25-34;Resident;F;2450;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;
Orestad City;2023;11;29;19;TRUE;2300;25-34;Resident;M;3700;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;
Orestad City;2023;11;29;19;TRUE;2300;25-34;Resident;N;6300;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;
Orestad City;2023;11;29;19;TRUE;2300;35-44;Resident;F;2650;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;
Orestad City;2023;11;29;19;TRUE;2300;35-44;Resident;M;3400;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;
Orestad City;2023;11;29;19;TRUE;2300;35-44;Resident;N;3950;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;
Orestad City;2023;11;29;19;TRUE;2300;45-54;Resident;F;1350;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;
Orestad City;2023;11;29;19;TRUE;2300;45-54;Resident;M;2000;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;
Orestad City;2023;11;29;19;TRUE;2300;45-54;Resident;N;2450;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;
Orestad City;2023;11;29;19;TRUE;2300;55-64;Resident;F;900;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;
Orestad City;2023;11;29;19;TRUE;2300;55-64;Resident;M;1050;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;
Orestad City;2023;11;29;19;TRUE;2300;55-64;Resident;N;1500;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;
Orestad City;2023;11;29;19;TRUE;2300;65+;Resident;F;900;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;
Orestad City;2023;11;29;19;TRUE;2300;65+;Resident;M;950;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;
Orestad City;2023;11;29;19;TRUE;2300;65+;Resident;N;1900;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;
Orestad City;2023;11;29;19;TRUE;2300;;Resident;N;14700;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;
Orestad City;2023;11;29;19;TRUE;2770;18-24;Resident;F;100;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;
Orestad City;2023;11;29;19;TRUE;2770;18-24;Resident;N;350;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;
Orestad City;2023;11;29;19;TRUE;2770;25-34;Resident;F;200;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;
Orestad City;2023;11;29;19;TRUE;2770;25-34;Resident;M;250;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;
Orestad City;2023;11;29;19;TRUE;2770;25-34;Resident;N;350;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;
Orestad City;2023;11;29;19;TRUE;2770;35-44;Resident;F;350;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;
Orestad City;2023;11;29;19;TRUE;2770;35-44;Resident;M;350;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;
Orestad City;2023;11;29;19;TRUE;2770;35-44;Resident;N;450;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;
Orestad City;2023;11;29;19;TRUE;2770;45-54;Resident;F;300;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;
Orestad City;2023;11;29;19;TRUE;2770;45-54;Resident;M;400;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;
Orestad City;2023;11;29;19;TRUE;2770;45-54;Resident;N;400;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;
Orestad City;2023;11;29;19;TRUE;2770;55-64;Resident;F;150;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;
Orestad City;2023;11;29;19;TRUE;2770;55-64;Resident;M;150;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;
Orestad City;2023;11;29;19;TRUE;2770;55-64;Resident;N;200;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;
Orestad City;2023;11;29;19;TRUE;2770;65+;Resident;F;200;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;
Orestad City;2023;11;29;19;TRUE;2770;65+;Resident;M;50;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;
Orestad City;2023;11;29;19;TRUE;2770;65+;Resident;N;400;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;
Orestad City;2023;11;29;19;TRUE;2770;;Resident;N;1350;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;
Orestad City;2023;11;29;20;TRUE;2300;18-24;Resident;F;800;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;
Orestad City;2023;11;29;20;TRUE;2300;18-24;Resident;M;950;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;
Orestad City;2023;11;29;20;TRUE;2300;18-24;Resident;N;4350;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;
Orestad City;2023;11;29;20;TRUE;2300;25-34;Resident;F;2800;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;
Orestad City;2023;11;29;20;TRUE;2300;25-34;Resident;M;3800;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;
Orestad City;2023;11;29;20;TRUE;2300;25-34;Resident;N;6500;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;
Orestad City;2023;11;29;20;TRUE;2300;35-44;Resident;F;2750;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;
Orestad City;2023;11;29;20;TRUE;2300;35-44;Resident;M;3450;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;
Orestad City;2023;11;29;20;TRUE;2300;35-44;Resident;N;3850;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;
Orestad City;2023;11;29;20;TRUE;2300;45-54;Resident;F;1400;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;
Orestad City;2023;11;29;20;TRUE;2300;45-54;Resident;M;1900;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;
Orestad City;2023;11;29;20;TRUE;2300;45-54;Resident;N;2550;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;
Orestad City;2023;11;29;20;TRUE;2300;55-64;Resident;F;900;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;
Orestad City;2023;11;29;20;TRUE;2300;55-64;Resident;M;1150;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;
Orestad City;2023;11;29;20;TRUE;2300;55-64;Resident;N;1500;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;
Orestad City;2023;11;29;20;TRUE;2300;65+;Resident;F;900;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;
Orestad City;2023;11;29;20;TRUE;2300;65+;Resident;M;950;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;
Orestad City;2023;11;29;20;TRUE;2300;65+;Resident;N;1950;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;
Orestad City;2023;11;29;20;TRUE;2300;;Resident;N;14950;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;
Orestad City;2023;11;29;20;TRUE;2770;18-24;Resident;F;50;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;
Orestad City;2023;11;29;20;TRUE;2770;18-24;Resident;N;250;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;
Orestad City;2023;11;29;20;TRUE;2770;25-34;Resident;F;300;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;
Orestad City;2023;11;29;20;TRUE;2770;25-34;Resident;M;250;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;
Orestad City;2023;11;29;20;TRUE;2770;25-34;Resident;N;350;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;
Orestad City;2023;11;29;20;TRUE;2770;35-44;Resident;F;300;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;
Orestad City;2023;11;29;20;TRUE;2770;35-44;Resident;M;350;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;
Orestad City;2023;11;29;20;TRUE;2770;35-44;Resident;N;450;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;
Orestad City;2023;11;29;20;TRUE;2770;45-54;Resident;F;300;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;
Orestad City;2023;11;29;20;TRUE;2770;45-54;Resident;M;400;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;
Orestad City;2023;11;29;20;TRUE;2770;45-54;Resident;N;400;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;
Orestad City;2023;11;29;20;TRUE;2770;55-64;Resident;F;100;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;
Orestad City;2023;11;29;20;TRUE;2770;55-64;Resident;M;150;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;
Orestad City;2023;11;29;20;TRUE;2770;55-64;Resident;N;150;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;
Orestad City;2023;11;29;20;TRUE;2770;65+;Resident;F;200;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;
Orestad City;2023;11;29;20;TRUE;2770;65+;Resident;M;50;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;
Orestad City;2023;11;29;20;TRUE;2770;65+;Resident;N;400;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;
Orestad City;2023;11;29;20;TRUE;2770;;Resident;N;1400;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;
Orestad City;2023;11;29;21;TRUE;2300;18-24;Resident;F;800;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;
Orestad City;2023;11;29;21;TRUE;2300;18-24;Resident;M;1000;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;
Orestad City;2023;11;29;21;TRUE;2300;18-24;Resident;N;4100;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;
Orestad City;2023;11;29;21;TRUE;2300;25-34;Resident;F;2750;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;
Orestad City;2023;11;29;21;TRUE;2300;25-34;Resident;M;3950;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;
Orestad City;2023;11;29;21;TRUE;2300;25-34;Resident;N;6850;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;
Orestad City;2023;11;29;21;TRUE;2300;35-44;Resident;F;2800;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;
Orestad City;2023;11;29;21;TRUE;2300;35-44;Resident;M;3650;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;
Orestad City;2023;11;29;21;TRUE;2300;35-44;Resident;N;3900;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;
